"","connector","x","y","z","skid1","skid2"
"6669",6822312,49714.53,78737.53,67200,1995250,1238904
"6670",6822313,49645.703,81116.77,67000,1995250,1238904
"6671",6822330,24047.398,97612.38,62720,1977434,1585310
"6672",6822414,34667.2,95255.31,63560,1651723,1983869
"6673",6822497,30722.713,86802.555,60240,1586605,1983920
"6674",6822508,30609.62,84978.89,60680,1586605,1983920
"6675",6822821,36848.746,86050.875,73800,1548310,1984043
"6676",6822837,45772.367,90807.85,64600,1984202,1649643
"6677",6822840,45699.133,91201.01,64600,1649643,1984202
"6678",6822841,46579.543,89129.68,64600,1238904,1649643
"6679",6823034,123561.375,99435.81,70520,1662448,1857309
"6680",6823037,122739.18,98518.02,70520,1857309,1662448
"6681",6823039,122188.87,97847.586,70640,1662465,1857309
"6682",6823044,122094.555,97531.35,70960,1662465,1857309
"6683",6823045,122628.3,97805.74,70960,1857309,1662465
"6684",6823046,125088.72,90360.38,70960,1397815,1857292
"6685",6823049,130245.21,87456.195,70960,1646429,1857292
"6686",6823051,130610.74,87220.52,70960,1646429,1915418
"6687",6823097,118899.89,106483.68,69480,1982474,1822223
"6688",6823099,118950.96,106733.695,69480,1822223,1982474
"6689",6823100,119182.01,107078.945,69480,1982474,1822223
"6690",6823115,131119.56,101283.63,75440,1916462,1381937
"6691",6823116,130847.55,101368.33,75440,1916462,1381937
"6692",6823132,118224.6,107170.516,78960,1975177,1984356
"6693",6823136,121300.65,112398.945,78400,1975177,1661279
"6694",6823181,117513.5,109494.16,73640,1982576,1626691
"6695",6823183,117463.805,109442.99,73600,1982576,1626691
"6696",6823211,99412.86,95958.055,67800,1950726,1649437
"6697",6823212,99847.91,96448.11,67800,1647763,1950726
"6698",6823213,100897.12,97538.625,67800,1950726,1649386
"6699",6823214,100258.37,96876.33,67800,1647763,1950726
"6700",6823215,101255.65,97985.695,67800,1950726,1649386
"6701",6823216,99353.87,95058.4,67800,1649555,1950726
"6702",6823222,103132.836,94279.766,67800,1995221,1305955
"6703",6823223,103446.6,94479.53,67800,1995221,1305955
"6704",6823224,100119.69,93917.77,67800,1995221,1649437
"6705",6823304,123241.65,102976.18,70760,1857334,1570711
"6706",6823309,119318.45,108596.62,68120,1635603,1952428
"6707",6823311,118218.03,110009.45,68120,1982442,1635603
"6708",6823321,118920.35,110027.8,68120,1952428,1635603
"6709",6823438,131452.7,107865.76,71800,1914564,1568802
"6710",6823449,130034.45,107707.164,70480,1914564,1568802
"6711",6823549,116694.055,101918.586,77920,1363832,557877
"6712",6823550,117047.93,102068.39,77920,557877,1363832
"6713",6823551,118162.23,101896.31,77920,1363832,557877
"6714",6823553,119916.414,99142.28,77920,1548290,1363832
"6715",6823566,120608.58,99272.266,77920,1548290,1363832
"6716",6823571,130114.08,99106.45,77920,1984541,1570711
"6717",6823579,131953.53,101151.14,77560,1662424,1984541
"6718",6823611,131222.77,100371.34,77240,1984541,1570711
"6719",6823616,133573.31,100999.664,77440,1916462,1381937
"6720",6823622,130546.05,99885.305,75880,1984580,1742992
"6721",6823625,130876.46,101963.06,75920,1662424,1916462
"6722",6823626,131743.56,104306.625,75920,1568571,1916462
"6723",6823684,117280.56,74601.555,77320,1965805,1646429
"6724",6823686,125805.32,78625.26,87160,1663923,1626686
"6725",6823698,125575.5,78565.48,86720,1663923,1626626
"6726",6823709,125787.75,79339.91,87440,1663923,1626686
"6727",6823712,125859.484,79902.664,87360,1663923,1626626
"6728",6823726,127863.3,82688.6,87880,1486810,1919227
"6729",6823727,128033.695,83295.65,87880,1919227,1486810
"6730",6823728,128448.96,83773.664,87880,1486810,1919227
"6731",6823729,128702.945,83963.71,87880,1919227,1486810
"6732",6823731,129385.26,83993.516,87880,1919227,1486810
"6733",6823732,128463.24,82962.99,87880,1179299,1919227
"6734",6823734,124941.08,78364.03,87920,1663923,1626709
"6735",6823739,126763.78,83205.95,86840,1486748,1919227
"6736",6823740,127160.734,83460.13,86840,1919227,1486748
"6737",6823741,128897.305,83535.586,86840,1486748,1919227
"6738",6823742,129412.125,85488.164,86840,1486810,1919227
"6739",6823743,130433.21,86373.22,86840,1919227,1486810
"6740",6823744,130250.695,86989.9,86840,1919227,1486810
"6741",6823751,124449.01,85463.2,78840,1981074,1621880
"6742",6823755,122553.82,86369.13,77680,1621880,1980990
"6743",6823756,121112.84,86579.516,76560,1982182,1621880
"6744",6823763,120945.58,86810.6,76560,1982182,1621880
"6745",6823765,121371.73,87611.62,75880,1621880,1982182
"6746",6823766,118840.77,87539.77,75240,1982182,1621880
"6747",6823768,119028.02,87566.1,75240,1621880,1982182
"6748",6823769,118631.93,87467.33,75240,1982182,1621880
"6749",6823770,118528.516,87558.35,74920,1982182,1621880
"6750",6823772,123225.02,85102.68,80480,1981074,1625868
"6751",6823802,124291.445,84691.4,79640,1981074,1625868
"6752",6823803,121217.59,85211.664,78920,1625868,1625868
"6753",6823805,121724.57,81437.12,75120,1980926,1626208
"6754",6823807,123137.37,81190.11,76200,1980967,1626208
"6755",6823809,122694.836,80655.25,77960,1980967,1626208
"6756",6823818,122679.27,81266.78,78400,1980967,1626208
"6757",6823827,125730.33,81683.555,76960,1980914,1621978
"6758",6823858,126313.984,82167.25,76960,1980914,1621978
"6759",6823893,124121.38,84095.016,74200,1984765,1621978
"6760",6823895,123528.85,83891.95,74200,1621978,1984765
"6761",6823906,127420.305,86616.49,73400,1486810,1984765
"6762",6823920,124722.5,85998.23,72440,1621978,1984765
"6763",6823963,128082.88,88431.414,73240,1915471,1486810
"6764",6823976,128641.28,88636.72,72720,1915471,1486810
"6765",6823978,129177.23,87356.67,72720,1915450,1486810
"6766",6823982,129186.664,87324.5,72600,1952460,1486810
"6767",6824000,127730.14,87311.4,73480,1915450,1486810
"6768",6824002,129327.875,86739.26,73480,1952460,1486810
"6769",6824014,124553.76,82426.17,73800,1980914,1621978
"6770",6824024,124464.164,84422.94,72320,1984765,1621978
"6771",6824025,124433.75,83977.836,72200,1984826,1621978
"6772",6824067,118412.81,78906.195,62400,1570759,1984826
"6773",6824069,126685.33,87188.18,75680,1915450,1622221
"6774",6824075,125754.96,88405.24,75440,1915450,1486810
"6775",6824078,125622.31,88590.086,75280,1915450,1486810
"6776",6824079,125970.7,88450.14,75280,1915450,1486810
"6777",6824080,126222.29,87958.31,75280,1915450,1486810
"6778",6824081,124470.48,89448.61,75280,1951026,1486810
"6779",6824083,123941.76,89878.375,75280,1486810,1951026
"6780",6824117,126585.03,89124.97,75680,1915450,1486810
"6781",6824118,126970.2,88808.06,75680,1486810,1915450
"6782",6824119,126081.695,86837.695,75120,1622221,1915450
"6783",6824120,124660.63,89006.266,74320,1622221,1915471
"6784",6824125,126313.305,88742.16,74320,1486810,1915471
"6785",6824126,126127.89,88738.58,74320,1915471,1486810
"6786",6824127,124900.71,90198.3,74320,1915471,1486810
"6787",6824128,128005.14,87525.48,74280,1952460,1486810
"6788",6824146,129260.5,86734.37,73560,1486810,1952460
"6789",6824181,124596.586,87732.1,76920,1982053,1952460
"6790",6824252,110141.14,86472.05,64040,1984941,1980853
"6791",6824255,112766.04,85645.89,62320,1984948,1980853
"6792",6824285,119740.98,86790.55,74440,1621880,1980853
"6793",6824318,119297.586,75139.03,61800,1650226,1592648
"6794",6824346,49320.207,73851.84,73280,1995586,1416546
"6795",6824371,26832.156,93819.836,70760,1585310,1818608
"6796",6824373,26052.56,97589.7,70880,1856260,1586304
"6797",6824417,41597.96,101635.3,63960,1983813,1238904
"6798",6824421,48626.406,103877.914,64000,1985093,1984226
"6799",6824594,106560.15,79639.88,66640,1995570,1646592
"6800",6824595,105659.48,80184.445,66640,1995570,1646592
"6801",6824596,103584.15,81873.77,66640,1995570,1547950
"6802",6824597,112352.51,76222.77,66640,1646429,1357352
"6803",6824598,113061.836,75947.13,66760,1357352,1646429
"6804",6824602,119392.45,86743.58,64720,1852911,1675509
"6805",6824604,119318.27,87221.65,64720,1852911,1675509
"6806",6824608,114011.18,94573.14,64840,1305955,1852911
"6807",6824609,113798.35,95310.53,64840,1852911,1305955
"6808",6824610,114737.836,93590.72,64840,1626922,1852911
"6809",6824612,114643.63,93770.17,64520,1381926,1852911
"6810",6824613,114790.055,93108.56,64560,1626922,1381926
"6811",6824615,117328.055,99530.55,64600,1381937,1856944
"6812",6824616,112096.12,112595.32,64560,521359,1547921
"6813",6824617,99606.68,92323.96,64520,1050419,1662365
"6814",6824619,104456.055,82764.234,64520,1995570,1397815
"6815",6824620,103404,83076.555,64520,1995570,1547950
"6816",6824621,102799.02,83500.695,64520,1995570,1547950
"6817",6824624,116570.46,89044.375,63600,1675509,1852911
"6818",6824625,118005.29,87910.41,63600,1339753,1852911
"6819",6824626,117538.62,88454.18,63600,1852911,1339753
"6820",6824628,117057.39,89003.266,63560,1339753,1852911
"6821",6824632,119256.34,85950.695,63640,1339753,1852911
"6822",6824634,114527.26,93697.8,63600,1381926,1852911
"6823",6824635,114062.086,94452.73,63600,1852911,1381926
"6824",6824636,113732.85,95091.22,63600,1381926,1852911
"6825",6824638,113522.61,95479,63560,1381926,1852911
"6826",6824641,113964.5,97553.29,63560,1381937,1852911
"6827",6824643,113264.484,96556.91,63680,1305955,1852911
"6828",6824644,117139.445,100668.555,63560,1856944,1568571
"6829",6824664,119025.35,108155.48,64640,1568812,1856944
"6830",6824665,117423.875,110076.67,65200,1568821,1856944
"6831",6824667,118370.46,109816.65,65200,1856944,1568821
"6832",6824668,117313.17,110492.75,65640,1547921,1856944
"6833",6824670,123403.37,101420.95,66760,1568571,1742992
"6834",6824673,124169.77,101397.73,67120,1568571,1742992
"6835",6824680,123739.05,113308.81,68240,1547921,1742992
"6836",6824681,128632.586,107174.805,69240,1568596,1742992
"6837",6824685,128421.56,107821.38,69360,1568596,1742992
"6838",6824695,127067.414,111354.73,69920,1568821,1742992
"6839",6824696,129697.11,99511.39,71200,1381937,1742992
"6840",6824698,124476.78,102732.1,71320,1570711,1857334
"6841",6824699,114258.25,97955.625,73280,1662448,1916010
"6842",6824701,111222.36,120100.336,72840,556399,1857356
"6843",6824704,83895.52,114693.71,72800,1628861,1985287
"6844",6824714,60454.78,118228.555,56200,1853271,1404314
"6845",6824731,129239.516,86958.26,71200,1985305,1627068
"6846",6824739,111324.14,84917.9,71200,1980943,1570729
"6847",6824741,112785.2,85555.22,70960,1980943,1397815
"6848",6824744,113114.55,85382.55,71160,1675509,1980943
"6849",6824756,124557.27,90680.98,70640,1857292,1397815
"6850",6824758,121031.92,92491.97,70640,1305955,1857309
"6851",6824759,124577.53,102771.09,70680,1570711,1857334
"6852",6824783,124455.9,102896.59,74120,1693663,1693686
"6853",6824784,125099.53,102845.6,74120,1693686,1693663
"6854",6824785,124474.81,103923.36,73520,1978135,1693690
"6855",6824787,122930.91,103895.87,73520,1693686,1693690
"6856",6824788,122026.08,104530.26,73520,1693686,1693690
"6857",6824789,121185.945,103174.41,73520,1548257,1693686
"6858",6824790,121605.516,102773.71,73520,1548290,1693686
"6859",6824793,123924.516,86117.016,78440,1980990,1621880
"6860",6824811,123006.586,85553.89,77920,1980990,1621880
"6861",6824815,122715.77,85751.18,77280,1621880,1980990
"6862",6824816,121237.9,86818.65,76800,1982182,1621880
"6863",6824820,125471.45,87679.44,77560,1952460,1982053
"6864",6824836,122596.59,90164.05,76280,1981017,1982053
"6865",6824838,121595.04,90871.85,76080,1981017,1982053
"6866",6824840,119423.195,88716.66,71800,1622045,1982053
"6867",6824842,111280.17,88199.59,65880,1914488,1982053
"6868",6824892,124173.82,85576.99,78600,1621880,1981074
"6869",6824894,123810.27,85105.484,80960,1981074,1625868
"6870",6824900,120565.31,84471.67,78080,1625868,1625868
"6871",6824902,120749.72,84398.49,77320,1357352,1625868
"6872",6824903,120380.12,84960.81,76840,1625868,1625868
"6873",6824904,121002.15,81379.9,74320,1980926,1626208
"6874",6824906,120386.195,80671.59,74880,1980902,1626208
"6875",6824909,122979.92,82040.02,75800,1626208,1980926
"6876",6824917,122249.54,82216.836,76640,1626208,1980926
"6877",6824919,122379.82,80934.81,76760,1626208,1980967
"6878",6824921,121164.46,81451.945,74480,1980926,1626208
"6879",6824923,122845.51,81024.28,76440,1980967,1626208
"6880",6824931,122875.87,81492.586,78760,1626208,1980967
"6881",6824933,122892.195,81843.95,78880,1626208,1980967
"6882",6824942,123650.266,81355.77,79560,1626208,1980967
"6883",6824948,125488.42,82172.3,75880,1621978,1980914
"6884",6824949,126397.42,83015.195,75880,1621978,1980914
"6885",6824951,124330.58,83878,74480,1984765,1621978
"6886",6824957,124236.87,88122.055,75080,1951026,1622221
"6887",6824959,125031.06,89070.98,75080,1486810,1951026
"6888",6824960,125733.76,88812.84,75080,1951026,1486810
"6889",6824963,126420.555,87973.76,75080,1486810,1915450
"6890",6824964,124320.836,89743.445,73600,1915471,1622221
"6891",6824973,121035.17,77604.5,64080,1742908,1339741
"6892",6824992,123822.09,87317.07,78120,1981086,1622418
"6893",6824993,118173.49,89051.58,77960,1622418,1951064
"6894",6824994,124154.31,87275.234,77960,1981086,1622418
"6895",6824996,123020.86,103948.09,74040,1693686,1693690
"6896",6824998,124407.93,103881.8,73600,1978135,1693690
"6897",6825001,126873.01,103214.07,80440,1972475,1693663
"6898",6825007,128242.47,102342.29,80120,1972475,1693663
"6899",6825018,126366.59,101632.8,80280,1693663,1363832
"6900",6825019,127833.89,101603.33,80200,1363832,1693663
"6901",6825021,124026.07,99836.94,80280,1548290,1363832
"6902",6825026,126377.43,99727.56,80280,1662503,1363832
"6903",6825030,125805.3,99575.64,80280,1548290,1363832
"6904",6825031,125407.79,99549.81,80280,1363832,1548290
"6905",6825033,127840.984,100263.586,80280,1693663,1363832
"6906",6825034,120738.02,107260.81,73960,1950749,1626705
"6907",6825036,121964.16,106740.88,73920,1984306,1626705
"6908",6825040,122109.56,107705.27,73920,1984306,1626705
"6909",6825092,124390.164,106695.21,76480,1978190,1626705
"6910",6825097,123970.85,103954.24,72240,1857334,1626536
"6911",6825099,123484.234,104763.97,71560,1978119,1626536
"6912",6825101,122177.945,103429.25,71120,1548290,1978119
"6913",6825108,120922.19,103743.89,70960,1978119,1548257
"6914",6825109,121519.82,102389.42,70960,1693686,1548257
"6915",6825110,118388.08,103622.43,70080,1978119,1626536
"6916",6825111,124363.375,106232.56,70600,1984461,1822223
"6917",6825113,120543.94,105861.89,69840,1950763,1822223
"6918",6825114,119420.836,106370.414,69840,1982474,1822223
"6919",6825116,121992.16,107108.26,69840,1984461,1822223
"6920",6825118,117589.64,108623.016,73920,1982576,1626691
"6921",6825120,115576.49,108331.1,72240,1982489,1626691
"6922",6825122,118318.8,108539.44,72240,1982518,1626691
"6923",6825124,116696.7,107937.24,71040,1982518,1626691
"6924",6825126,120073.48,109217.74,69760,1952428,1635603
"6925",6825127,118639.625,108646.39,68880,1982442,1635603
"6926",6825129,118085.62,108965.11,67080,1952439,1635603
"6927",6825131,125439.46,103985.87,76880,1915494,1626413
"6928",6825133,124388.21,105187.02,76880,1915494,1693663
"6929",6825134,123769.16,104353.81,76880,1915494,1662503
"6930",6825142,125400.33,102632.8,76080,1915494,1693663
"6931",6825166,125416.48,104041.805,76920,1915494,1626413
"6932",6825168,124423.305,105205.51,76920,1693663,1915494
"6933",6825169,119178.94,105023.414,74800,1916028,1626413
"6934",6825240,125215.805,100700.21,81800,1918047,1661238
"6935",6825283,125960.07,97526.36,82640,1626472,1918047
"6936",6825286,50658.85,114061.48,66560,2000687,1675528
"6937",6825298,50798.234,113880.664,68040,2000687,1675528
"6938",6825316,51898.85,106900.29,69600,1985695,1675528
"6939",6825325,52306.33,107808.44,68880,1675528,1985695
"6940",6825391,51488.707,92526.31,71240,1985712,1675528
"6941",6825472,43147.242,121179.67,146160,1985739,1622319
"6942",6825478,45097.945,111315.3,145880,1947175,1622319
"6943",6825484,43063.18,121899.086,144960,1973759,1622319
"6944",6825494,46805.664,110123.875,143520,1947175,1622319
"6945",6825497,83034.04,103562.836,153240,1974817,1574311
"6946",6825508,81996.664,103316.04,152440,1974817,1570785
"6947",6825521,81439.41,103358.055,151440,1974817,1570785
"6948",6825522,81587.61,103103.336,151440,1570785,1974817
"6949",6825523,80505.92,106556.93,153640,1985772,1574311
"6950",6825535,81382.29,107462.6,152880,1691866,1985772
"6951",6825563,85209.97,107283,152480,1651211,1985772
"6952",6825565,85368.41,107358.49,152480,1985772,1651211
"6953",6825566,83661.09,107888.086,152480,1985772,1651211
"6954",6825568,82033.734,104265.75,154080,1985800,1574311
"6955",6825581,83327.37,104605.32,154880,1653120,1985800
"6956",6825588,82839.57,104950.266,154880,1653120,1985800
"6957",6825624,80837.734,106128.67,153360,1811761,1574311
"6958",6825625,80984.28,105806.39,153360,1811761,1574311
"6959",6825629,80178.625,108112.67,158320,1993573,1574311
"6960",6825631,77566.82,114015.61,164160,1784341,1574311
"6961",6825636,79640.586,113480.54,165080,1784341,1570785
"6962",6825644,79184.836,114355.17,165080,1784341,1570785
"6963",6825645,79215.69,114982.98,165080,1784341,1570785
"6964",6825646,79261.3,115219.54,165080,1784341,1570785
"6965",6825647,79201.38,115469.27,165080,1784341,1570785
"6966",6825648,78764.02,115807.57,165080,1784341,1570785
"6967",6825656,32420.215,110892.82,132920,1651142,1441527
"6968",6825658,32651.703,111075.164,132600,1985859,1441527
"6969",6825660,44522.613,127933.41,143080,1985866,1441527
"6970",6825662,44058.035,128096.15,144600,1985873,1441527
"6971",6825695,91159.484,50566.25,108560,2144703,1485123
"6972",6825698,91831.02,50618.516,107400,1485123,1648599
"6973",6825699,91732.52,49440.95,106640,1420504,1835290
"6974",6825701,92957.125,51410.277,105800,2144703,1416299
"6975",6825703,93236.5,51350.6,105800,2144703,1835290
"6976",6825705,93190.67,51452.63,105480,1835290,1416299
"6977",6825716,93179.59,51064.43,104480,1485123,1646847
"6978",6825721,92710.06,50073.04,103920,1835290,1646847
"6979",6825723,92563.016,48993.004,101680,1835290,1646847
"6980",6825725,91651.46,48237.812,101680,1835290,1646847
"6981",6825729,94240.85,50108.793,99400,1633288,1485123
"6982",6825730,94802.34,49653.164,99400,1835338,1633288
"6983",6825738,95261.88,50178.324,98920,1835338,1646725
"6984",6825742,95813.14,49990.633,98560,1835338,1646725
"6985",6825746,94757.12,50680.094,98960,1646725,1485123
"6986",6825748,94887.555,50603.77,98720,1646725,1485123
"6987",6825752,94306.77,48998.684,98720,1633288,1835338
"6988",6825753,95292.11,50206.855,98720,1646725,1835338
"6989",6825758,95846.66,50588.29,98280,1485123,1646725
"6990",6825759,97115.98,52078.723,98280,1835338,1646725
"6991",6825761,97808.695,53566.215,98280,1835338,1646725
"6992",6825762,98158.28,54585.473,98280,1835338,1646780
"6993",6825767,94983.09,47562.035,97160,2144710,1485123
"6994",6825770,94630.72,46490.207,97160,2144710,1420496
"6995",6825776,91682.984,49483.24,106680,1835290,1420504
"6996",6825778,87536.09,51182.906,113160,1986009,1420504
"6997",6825781,86754.664,50898.242,113160,1986009,1420496
"6998",6825785,85115.79,50469.74,113160,1986009,1420523
"6999",6825786,86652.77,50675.66,114840,1986009,1420504
"7000",6825795,90052.17,52869.562,114840,1844692,1986009
"7001",6825797,89993.47,53031.82,114840,1420510,1986009
"7002",6825798,88724.5,51924.406,114840,1416299,1986009
"7003",6825799,88073.61,51387.133,114840,1986009,1416299
"7004",6825800,86970.61,50734.324,114840,1416299,1986009
"7005",6825802,86926.195,50733.168,114920,992429,1986009
"7006",6825803,86946.766,51450.965,117120,1416299,1803068
"7007",6825805,84046.89,52283.75,120440,1986046,1420504
"7008",6825807,84141.96,52050.18,120440,1986046,992429
"7009",6825814,81700.25,51594.91,120440,1986046,992429
"7010",6825816,80843.055,52432.453,120440,1986046,1583199
"7011",6825818,68132.5,55532.574,144320,1420504,1669233
"7012",6825819,67645.016,54619.5,145640,1669233,1486416
"7013",6825820,67644.83,55766.37,145880,1486416,1420504
"7014",6825821,73561.44,56958.15,146400,1569036,1669233
"7015",6825822,68088.97,55371.723,146400,1486416,1669233
"7016",6825823,67373.86,55361.34,146400,1669233,1486416
"7017",6825824,63758.277,59550.664,149840,1632556,1420510
"7018",6825825,61866.773,63105.35,154800,1632556,1420504
"7019",6825826,27758.988,80774.43,58800,1852506,1545686
"7020",6825848,29978.178,97139.98,51440,1404314,1852506
"7021",6825856,27550.521,77611.22,59200,1681219,1852506
"7022",6825861,25115.504,70154.125,51920,1603943,1924768
"7023",6825889,105805.84,124568.734,90000,557403,1920863
"7024",6825890,105853,124787.305,90000,1920498,1920863
"7025",6825892,106450.15,124765.86,90000,1920498,557403
"7026",6825914,105392.48,126658.805,92000,557403,1920863
"7027",6825922,103179.59,125738.95,92000,1276831,1920863
"7028",6825929,101066.84,124862.52,92000,1277115,1920863
"7029",6825933,106184.08,127266.22,92000,518764,1920863
"7030",6825946,108154.875,126112.52,92000,519721,1920863
"7031",6825948,108241.4,125559.33,92000,519721,1920863
"7032",6825961,100868.13,125531.516,96000,2144612,1027911
"7033",6825963,100048.33,125144.22,96000,2144612,1277115
"7034",6825965,99439.586,124745.734,96000,2144612,1277115
"7035",6825966,107033.66,127608.305,95960,555130,519721
"7036",6825967,103432.87,127138.7,97720,1728847,557195
"7037",6825968,103061.33,127324.766,97360,520167,557195
"7038",6825985,103288.24,127201.85,98000,1728847,557195
"7039",6825990,102705.76,127519.805,98360,557195,520167
"7040",6825998,102829.51,127939.95,1e+05,2144612,557195
"7041",6826001,103263.05,127957.13,1e+05,2144612,1728847
"7042",6826012,98811.46,125287.86,1e+05,2144612,1277115
"7043",6826015,98933.23,126260.57,102000,2144612,1027911
"7044",6826019,97633.92,125155.695,102000,2144612,1420440
"7045",6826025,95771.7,123301.86,102000,2144612,1027864
"7046",6826027,95984.31,123759.11,102000,2144612,1027864
"7047",6826035,103126.414,128968.06,102000,2144612,518764
"7048",6826062,98361.19,129127.09,110000,2141976,557195
"7049",6826068,97958.99,129815.86,111840,1418943,557195
"7050",6826076,98277.56,131909.36,112760,1418943,1728847
"7051",6826080,99347.234,131799.39,112560,1418943,1368019
"7052",6826087,125751.11,103183.25,82000,1972475,1918413
"7053",6826096,126335.53,101205.34,82000,1918413,1984590
"7054",6826114,128315.164,98058.914,80000,1995167,979707
"7055",6826131,116452.57,100457.52,84000,1918413,1396762
"7056",6826132,116464.22,99764.69,84000,1661238,1918413
"7057",6826133,116681.54,99553.57,84000,1661238,1918413
"7058",6826142,120773.516,100821.47,84000,1592405,1918413
"7059",6826147,116501.47,101292.61,84000,1396739,1918413
"7060",6826149,115685.76,102004.58,84000,1396762,1918413
"7061",6826151,115240.484,102561.266,84000,1661238,1918413
"7062",6826153,114793.195,102910.79,84000,1396714,1918413
"7063",6826155,114724.38,103366.02,84000,1396714,1918413
"7064",6826157,111833.02,84354.87,84040,1918468,1627358
"7065",6826173,111444.06,77323.62,84000,1918468,1919324
"7066",6826178,111464.484,75888.85,84000,1570729,1919324
"7067",6826186,112697.56,71998.734,84000,992455,1919324
"7068",6826187,111100.625,83477.445,83520,1627358,1918468
"7069",6826189,111701.31,84383.35,83560,1627358,1918468
"7070",6826195,111782.164,81266.92,83520,1918468,1570729
"7071",6826196,111538.24,81685.04,83520,1570729,1918468
"7072",6826197,111829.15,77154.6,83520,992455,1570729
"7073",6826204,102868.94,55474.438,88080,1920782,942028
"7074",6826209,99255.78,56308.457,94040,942028,1920782
"7075",6826216,95789.46,47792.402,96040,2144710,1416309
"7076",6826219,95120.54,45387.773,96040,2144710,1420496
"7077",6826221,95080.8,44949.22,96040,2144710,1420496
"7078",6826223,94873.516,43826.043,96040,2144710,1486039
"7079",6826229,93903.54,41518.99,96040,2144710,1501795
"7080",6826230,96849.6,49952.17,96040,2144710,1348581
"7081",6826231,97046.805,50466.527,96040,2144710,1485154
"7082",6826232,97409.76,51203.543,96040,2144710,1485984
"7083",6826233,97697.91,51974.52,96040,2144710,1485984
"7084",6826234,97793.58,52220.918,96040,2144710,943145
"7085",6826235,97830.2,52638.652,96040,2144710,1356793
"7086",6826242,98078.46,56037.477,96040,1835338,941766
"7087",6826252,98500.07,52101.723,94960,1835338,1356793
"7088",6826255,97763.234,55564.977,96040,2144710,942233
"7089",6826257,95250.6,53759.633,99960,2144710,1356793
"7090",6826265,95728.05,56274.68,99960,2144710,945427
"7091",6826268,96042.96,56605.598,99960,2144710,1485960
"7092",6826271,96876.65,56772.55,99960,941766,1463843
"7093",6826274,94528.93,51504.84,99960,2144710,1348581
"7094",6826276,94745.73,51832.78,99960,2144710,1485984
"7095",6826277,99929.67,61818.754,99960,1937920,1647512
"7096",6826279,98616.59,56342.094,99920,1646725,1937920
"7097",6826289,41931.46,53173.945,89520,1976831,1793579
"7098",6826317,67621.68,48220.953,31000,1595978,1976414
"7099",6826326,69280.91,46784.402,31000,1595978,1976414
"7100",6826340,74313.52,47859.39,30960,1593242,1976414
"7101",6826341,74942.805,47426.445,30960,1976414,1593242
"7102",6826345,75497.06,46156.766,30960,1407695,1976414
"7103",6826363,74034.87,46047.156,32160,1593242,1976414
"7104",6826384,107310.68,83073.42,68080,1995570,1570729
"7105",6826399,104224.164,80125.67,64000,1570739,1856900
"7106",6826400,115298.086,65179.684,69720,1339741,1650251
"7107",6826401,114995.28,64120.312,69560,1650251,1570739
"7108",6826402,114890.74,64006.527,69280,1650251,1570739
"7109",6826403,115037.086,65034.754,69280,1570739,1650251
"7110",6826404,115349.12,65688.02,69280,1650251,1570739
"7111",6826405,114767.586,64580.56,68800,1570739,1650251
"7112",6826406,114795.31,65136.195,68560,1650251,1570739
"7113",6826407,114985.19,66455.57,68560,1570739,1650251
"7114",6826408,115013.6,67168.43,68560,1650251,1570739
"7115",6826409,115031.164,68124.016,68560,1570739,1650251
"7116",6826410,115278.73,65853.05,69160,1650251,1570739
"7117",6826411,115043.13,64923.977,69160,1570739,1650251
"7118",6826412,114839.01,63645.152,69160,1650251,1570739
"7119",6826413,115297.79,68127.195,69160,1646592,1650251
"7120",6826414,115386.38,66173.445,69640,1650251,1339741
"7121",6826415,114698.11,58579.375,69720,945427,1547023
"7122",6826416,116000.55,71253.09,69680,1950884,1646592
"7123",6826418,115883.38,72082.38,69680,1856863,1646592
"7124",6826421,116422.03,72041.87,69680,1856863,1646592
"7125",6826424,117299.375,71393.94,70000,1856863,1950884
"7126",6826426,116246.92,71497.95,70000,1856863,1646592
"7127",6826427,115246.33,66780.33,69960,1646592,1650251
"7128",6826455,31589.082,63144,68040,568273,1833773
"7129",6826460,52517.293,104753.625,70000,1675528,1857042
"7130",6826468,53319.03,102379.01,70000,1675528,1857042
"7131",6826490,119559.57,107173.03,70000,1982474,1822223
"7132",6826492,122329.23,106939.04,70000,1984461,1822223
"7133",6826494,120328.305,106130.984,70000,1950763,1822223
"7134",6826519,71810.01,117139.125,59880,2237474,1404314
"7135",6826520,74379.84,117387.695,59880,2237474,1404314
"7136",6826523,62601.63,118604.4,59840,1395670,1394977
"7137",6826593,67193.25,103724.09,22000,1800092,1839720
"7138",6826595,65959.57,104533.734,22000,1839720,1800092
"7139",6826600,65182.605,104942.2,22000,1409943,1839720
"7140",6826702,99153.97,46276.387,27960,1711652,1839951
"7141",6826741,97308.336,61743.957,29800,1409090,1416091
"7142",6826747,99779.35,62898.86,25640,1409090,1416091
"7143",6826754,99846.336,63213.086,24760,1409090,1416091
"7144",6826761,99995.7,63634.594,24200,1409090,1416091
"7145",6826762,100191.1,63618.85,24200,1986568,1416091
"7146",6826832,44071.242,104829.914,27720,1398380,1406273
"7147",6826833,60276.816,111030.46,27960,1368008,1594186
"7148",6826843,60071.3,107236.18,28520,1473394,1368008
"7149",6826844,59605.883,107438.086,28520,1368008,1473394
"7150",6826845,59254.14,107758.43,28520,1473394,1368008
"7151",6826848,59661.18,109036.1,28520,1368008,1473394
