"","name"
"1885",1982474
"1886",1982576
"1887",1662424
"1888",1984580
"1889",1981074
"1890",1625868
"1891",1980926
"1892",1980967
"1893",1980914
"1894",1984765
"1895",1621978
"1896",1570759
"1897",1622221
"1898",1982053
"1899",1984941
"1900",1984948
"1901",1985093
"1902",1357352
"1903",1568821
"1904",1547921
"1905",1853271
"1906",1985305
"1907",1980990
"1908",1622045
"1909",1980902
"1910",1981086
"1911",1622418
"1912",1984306
"1913",1984461
"1914",1982489
"1915",2000687
"1916",1985695
"1917",1675528
"1918",1985712
"1919",1985772
"1920",1651211
"1921",1653120
"1922",1993573
"1923",1985859
"1924",1985866
"1925",1985873
"1926",1420504
"1927",1986046
"1928",1920498
"1929",1418943
"1930",1995167
"1931",1661238
"1932",1396739
"1933",1396762
"1934",992455
"1935",1339741
"1936",1646592
"1937",1395670
"1938",1409943
"1939",1711652
"1940",1409090
"1941",1986568
"1942",1986619
"1943",1457288
"1944",1719095
"1945",1986737
"1946",1986749
"1947",1405464
"1948",1986770
"1949",1204373
"1950",592728
"1951",1986881
"1952",1986946
"1953",1671047
"1954",1630874
"1955",1987127
"1956",1626932
"1957",1984226
"1958",1651833
"1959",1651560
"1960",1984241
"1961",1987274
"1962",1987285
"1963",1984043
"1964",1818608
"1965",604671
"1966",1987403
"1967",2282346
"1968",1987444
"1969",1633532
"1970",1987478
"1971",1987490
"1972",1364858
"1973",1987779
"1974",1364846
"1975",1987796
"1976",1987824
"1977",1987837
"1978",1987843
"1979",1364782
"1980",1987856
"1981",1987879
"1982",1987886
"1983",1987894
"1984",1364724
"1985",1987922
"1986",1987951
"1987",1784085
"1988",1987978
"1989",1927027
"1990",1988010
"1991",1988029
"1992",1364742
"1993",1988085
"1994",1988103
"1995",1988110
"1996",1763135
"1997",1988165
"1998",1989538
"1999",1988349
"2000",1988424
"2001",1377405
"2002",1988444
"2003",1988465
"2004",1988596
"2005",1027923
"2006",1434782
"2007",1635534
"2008",1416227
"2009",1484753
"2010",1988911
"2011",1377355
"2012",1988935
"2013",1978321
"2014",1988966
"2015",1988984
"2016",1988999
"2017",1989037
"2018",1989157
"2019",1377371
"2020",1989285
"2021",1989279
"2022",1377364
"2023",1989478
"2024",1989591
"2025",1364825
"2026",1989619
"2027",1629613
"2028",1391754
"2029",1989780
"2030",1587010
"2031",1631633
"2032",2146190
"2033",1989986
"2034",1989959
"2035",1989965
"2036",1628320
"2037",1990020
"2038",1990051
"2039",1703174
"2040",1990218
"2041",1948847
"2042",1990240
"2043",1620655
"2044",1621573
"2045",1990271
"2046",1990331
"2047",1990363
"2048",1990390
"2049",1990846
"2050",1990433
"2051",1990454
"2052",1948836
"2053",1990449
"2054",1621314
"2055",1588269
"2056",1948871
"2057",1620646
"2058",1990575
"2059",1990308
"2060",1620651
"2061",1990679
"2062",1990704
"2063",1990601
"2064",1621186
"2065",1990757
"2066",1589825
"2067",1990794
"2068",1621330
"2069",1990975
"2070",1948859
"2071",1991038
"2072",1991058
"2073",1816093
"2074",2236733
"2075",1633923
"2076",1843484
"2077",1685478
"2078",1991346
"2079",1735094
"2080",1991471
"2081",1633835
"2082",1980376
"2083",1991620
"2084",1633900
"2085",1635567
"2086",1635582
"2087",1933210
"2088",1991714
"2089",1843474
"2090",1980394
"2091",1635589
"2092",1991797
"2093",1991811
"2094",1635596
"2095",1815691
"2096",1991875
"2097",1991934
"2098",1991962
"2099",1381985
"2100",1970021
"2101",1813061
"2102",1626621
"2103",1591239
"2104",1668901
"2105",1408946
"2106",1992114
"2107",1992141
"2108",1718172
"2109",1992178
"2110",1400447
"2111",1992417
"2112",1992242
"2113",1400463
"2114",1992407
"2115",1591154
"2116",1992431
"2117",1400452
"2118",1992512
"2119",1400436
"2120",1400420
"2121",1992746
"2122",1393284
"2123",1934009
"2124",1992985
"2125",1734330
"2126",1651033
"2127",1940113
"2128",1994894
"2129",1860378
"2130",1734288
"2131",1993335
"2132",1940051
"2133",1734322
"2134",1403048
"2135",1993595
"2136",1735044
"2137",1652978
"2138",1653009
"2139",1993568
"2140",1809303
"2141",1669096
"2142",1653103
"2143",1653088
"2144",1583036
"2145",1735079
"2146",1994173
"2147",1735070
"2148",1994228
"2149",1617521
"2150",1519682
"2151",1671374
"2152",1180354
"2153",1670405
"2154",1692450
"2155",1994402
"2156",1671383
"2157",1636390
"2158",1994626
"2159",1735062
"2160",1631071
"2161",1636420
"2162",1734339
"2163",1574360
"2164",1634001
"2165",1585043
"2166",1574311
"2167",1623208
"2168",1995832
"2169",1648424
"2170",1507382
"2171",1567002
"2172",1997057
"2173",1703390
"2174",1777727
"2175",1678053
"2176",1381906
"2177",1407366
"2178",1380874
"2179",1622033
"2180",1828171
"2181",1632822
"2182",1632907
"2183",1997982
"2184",2237446
"2185",1627867
"2186",1998262
"2187",1601265
"2188",1606125
"2189",1546413
"2190",1591098
"2191",1651461
"2192",1999563
"2193",1409275
"2194",1999857
"2195",1999901
"2196",1628061
"2197",1987234
"2198",1651809
"2199",1983327
"2200",1651649
"2201",2001966
"2202",2002047
"2203",1409133
"2204",1803177
"2205",2002472
"2206",1981221
"2207",1916487
"2208",1743541
"2209",2002553
"2210",1733592
"2211",1377794
"2212",1636825
"2213",1635195
"2214",2004340
"2215",1651197
"2216",1651127
"2217",1734276
"2218",1519689
"2219",1636442
"2220",1735161
"2221",1977853
"2222",1977871
"2223",1982081
"2224",1622228
"2225",1693690
"2226",1626705
"2227",1626536
"2228",1626413
"2229",1783653
"2230",1364818
"2231",1377800
"2232",433286
"2233",1626788
"2234",936192
"2235",1613320
"2236",1441826
"2237",2009728
"2238",1646528
"2239",1625998
"2240",2009763
"2241",1633486
"2242",1633500
"2243",2009867
"2244",1984018
"2245",577621
"2246",1964485
"2247",1028616
"2248",1450492
"2249",1646547
"2250",1623138
"2251",2011079
"2252",1675551
"2253",2011168
"2254",1586304
"2255",1646776
"2256",1626602
"2257",2011436
"2258",1946360
"2259",1339215
"2260",1629030
"2261",1622511
"2262",1380863
"2263",1619960
"2264",1619925
"2265",1623504
"2266",1619979
"2267",1347179
"2268",2012923
"2269",2012958
"2270",2213694
"2271",1721644
"2272",1626760
"2273",1633251
"2274",1626606
"2275",1994745
"2276",1669134
"2277",1636409
"2278",1992544
"2279",1990191
"2280",1990036
"2281",1992636
"2282",2010379
"2283",2014401
"2284",1649297
"2285",1669077
"2286",2014423
"2287",1403105
"2288",2014458
"2289",1382622
"2290",1969835
"2291",2014508
"2292",1626773
"2293",1570885
"2294",1993819
"2295",1918124
"2296",1416465
"2297",1421448
"2298",1584400
"2299",2028024
"2300",1621996
"2301",2033873
"2302",2045799
"2303",575448
"2304",1497876
"2305",2100601
"2306",1840535
"2307",1994262
"2308",2001807
"2309",1684795
"2310",1629808
"2311",1463046
"2312",1392567
"2313",1659785
"2314",1357861
"2315",1299789
"2316",1334352
"2317",2142109
"2318",1145279
"2319",1654595
"2320",2144126
"2321",1335104
"2322",1486497
"2323",2144261
"2324",2144275
"2325",2144299
"2326",2144318
"2327",1830053
"2328",2144341
"2329",2144356
"2330",2403673
"2331",2144454
"2332",2144550
"2333",1276376
"2334",2144718
"2335",1501807
"2336",2144780
"2337",2005791
"2338",2144873
"2339",2144958
"2340",1983623
"2341",2145002
"2342",2145046
"2343",1436266
"2344",1627987
"2345",2000575
"2346",1703468
"2347",1646318
"2348",2145754
"2349",1989260
"2350",1377420
"2351",1927968
"2352",1988225
"2353",2145995
"2354",1989754
"2355",2146101
"2356",2146133
"2357",2146164
"2358",2146336
"2359",2146358
"2360",1980406
"2361",1990928
"2362",2146510
"2363",2146563
"2364",1634069
"2365",1444070
"2366",2146714
"2367",1938287
"2368",992401
"2369",1453718
"2370",594344
"2371",2147448
"2372",2147460
"2373",565197
"2374",1312647
"2375",1380710
"2376",1970012
"2377",1576054
"2378",1345899
"2379",2148367
"2380",1486712
"2381",1486591
"2382",2148403
"2383",2148656
"2384",1621757
"2385",1994598
"2386",2148797
"2387",1436875
"2388",1950103
"2389",2148951
"2390",1992224
"2391",1486083
"2392",1802969
"2393",1628116
"2394",2149226
"2395",2149308
"2396",2149318
"2397",2149456
"2398",1997938
"2399",1626075
"2400",1626129
"2401",1626478
"2402",1631006
"2403",1621096
"2404",1631047
"2405",2149565
"2406",1576025
"2407",1851097
"2408",1843840
"2409",1621202
"2410",1670385
"2411",1381077
"2412",1381967
"2413",2149745
"2414",1199282
"2415",1405233
"2416",2149830
"2417",2156802
"2418",2156831
"2419",1583898
"2420",2156927
"2421",1603906
"2422",2159812
"2423",2159818
"2424",2159892
"2425",2287428
"2426",2159945
"2427",2159959
"2428",556262
"2429",1971004
"2430",1676522
"2431",1934769
"2432",1583844
"2433",1934754
"2434",2160086
"2435",2160197
"2436",1841913
"2437",2160215
"2438",1294947
"2439",2166046
"2440",1527987
"2441",2166058
"2442",2166072
"2443",1595935
"2444",1339675
"2445",2202235
"2446",1273900
"2447",1771545
"2448",1655193
"2449",1924940
"2450",1273836
"2451",1405120
"2452",2212076
"2453",2212114
"2454",1654326
"2455",1786438
"2456",1683137
"2457",1352604
"2458",1729206
"2459",1712615
"2460",2234132
"2461",1559104
"2462",2234174
"2463",1853038
"2464",1777975
"2465",1855825
"2466",1416416
"2467",1983300
"2468",1627921
"2469",1703455
"2470",1416388
"2471",2234563
"2472",1630112
"2473",1594980
"2474",1626721
"2475",1459514
"2476",2234752
"2477",1334568
"2478",1622999
"2479",2234840
"2480",1340356
"2481",1076839
"2482",1331750
"2483",1331741
"2484",2234888
"2485",1625532
"2486",1436707
"2487",1436736
"2488",1654454
"2489",1403093
"2490",2235169
"2491",1392171
"2492",1630993
"2493",751490
"2494",1924768
"2495",1685886
"2496",2235836
"2497",2235861
"2498",2235903
"2499",2235963
"2500",1636803
"2501",1416192
"2502",2236361
"2503",2236374
"2504",2236389
"2505",1622319
"2506",2236412
"2507",2236430
"2508",2236455
"2509",1678572
"2510",1622899
"2511",1630553
"2512",1915437
"2513",1934130
"2514",2236971
"2515",2236992
"2516",1992448
"2517",2237037
"2518",2237059
"2519",1995821
"2520",1388881
"2521",1989652
"2522",1620642
"2523",1647258
"2524",1678542
"2525",2237264
"2526",2237288
"2527",1924577
"2528",2237335
"2529",2011524
"2530",1989730
"2531",1446384
"2532",1933458
"2533",1622704
"2534",1522976
"2535",2017553
"2536",2254896
"2537",2254881
"2538",2254927
"2539",1769604
"2540",2254985
"2541",2255013
"2542",1603029
"2543",2278085
"2544",1803140
"2545",1746679
"2546",1318632
"2547",2403509
"2548",1981861
"2549",2405431
"2550",1651790
"2551",1653474
"2552",2405454
"2553",2405469
"2554",1583199
"2555",2412319
"2556",2013218
"2557",1785319
"2558",1151233
"2559",1394395
"2560",1940018
"2561",1342991
"2562",1342709
"2563",709878
"2564",1828867
"2565",1479575
"2566",1356116
"2567",1204562
"2568",1669782
"2569",1650043
"2570",1277257
"2571",1651853
"2572",1650778
"2573",1652079
"2574",1842615
"2575",1842633
"2576",1758939
"2577",1297905
"2578",1757666
"2579",1626422
"2580",1440768
"2581",1972143
"2582",1843728
"2583",1454752
"2584",1848690
"2585",1959415
"2586",1770683
"2587",1150049
"2588",1303054
"2589",1852478
"2590",1568505
"2591",1595882
"2592",1694438
"2593",1853563
"2594",1853724
"2595",1853938
"2596",1592784
"2597",1568536
"2598",1855441
"2599",1570688
"2600",1914982
"2601",1584667
"2602",1916522
"2603",1570363
"2604",1917765
"2605",1627309
"2606",1631808
"2607",979532
"2608",1570324
"2609",1518519
"2610",1486039
"2611",1828786
"2612",1491761
"2613",1514654
"2614",1514700
"2615",1932204
"2616",1733546
"2617",1031618
"2618",1622752
"2619",1367987
"2620",1462664
"2621",1635214
"2622",1460107
"2623",1671351
"2624",1463798
"2625",1829785
"2626",1478389
"2627",1633029
"2628",1632148
"2629",1343040
"2630",1622869
"2631",1622335
"2632",1570873
"2633",1606314
"2634",1945180
"2635",1501899
"2636",1654515
"2637",1946349
"2638",1621926
"2639",1423994
"2640",1786644
"2641",1597419
"2642",1789296
"2643",1454290
"2644",1924783
"2645",1955380
"2646",1788648
"2647",1820672
"2648",1956753
"2649",1455565
"2650",1592462
"2651",1621852
"2652",1739965
"2653",1718383
"2654",1434751
"2655",1763117
"2656",1635491
"2657",1669198
"2658",1965267
"2659",1625858
"2660",1274024
"2661",1455006
"2662",1694402
"2663",1799658
"2664",1968297
"2665",1614245
"2666",1586837
"2667",1732185
"2668",1381977
"2669",1576034
"2670",959690
"2671",1502460
"2672",1374210
"2673",1654336
"2674",1799639
"2675",1629968
"2676",1576083
"2677",1940088
"2678",1978371
"2679",1979072
"2680",1979103
"2681",1799050
"2682",1684688
"2683",1646818
"2684",1413524
"2685",1618565
"2686",1983166
"2687",1983448
"2688",1983459
"2689",1983514
"2690",1983595
"2691",1983641
"2692",1631021
"2693",1983869
"2694",1984356
"2695",1980853
"2696",1985287
"2697",1394977
"2698",1416091
"2699",201048
"2700",1651771
"2701",1671231
"2702",1668891
"2703",1989552
"2704",1983416
"2705",1826567
"2706",1991429
"2707",1991456
"2708",1991540
"2709",1991615
"2710",1815671
"2711",1991952
"2712",1635176
"2713",1992601
"2714",1636813
"2715",1992731
"2716",1992795
"2717",1934072
"2718",1651017
"2719",1651101
"2720",1752378
"2721",1993972
"2722",1994017
"2723",1743317
"2724",1994089
"2725",1448906
"2726",1636431
"2727",1994423
"2728",1994689
"2729",1994764
"2730",1989394
"2731",1417531
"2732",1379664
"2733",1676997
"2734",1380303
"2735",1997310
"2736",1382545
"2737",1997421
"2738",1474234
"2739",1323988
"2740",1427708
"2741",1805075
"2742",1420302
"2743",1805457
"2744",1997612
"2745",1409695
"2746",1632088
"2747",1998012
"2748",1970909
"2749",1671691
"2750",2000533
"2751",1651754
"2752",2004168
"2753",1837946
"2754",1992619
"2755",1992969
"2756",1651184
"2757",1914924
"2758",1651387
"2759",1636453
"2760",1651536
"2761",1822236
"2762",1772606
"2763",1652260
"2764",1736582
"2765",1673425
"2766",1624011
"2767",1618811
"2768",1621176
"2769",1994005
"2770",2029536
"2771",1383778
"2772",1623440
"2773",2034268
"2774",1987328
"2775",1340166
"2776",2141776
"2777",992087
"2778",1633010
"2779",1504312
"2780",2005042
"2781",2144803
"2782",1798965
"2783",1631082
"2784",1626498
"2785",1994460
"2786",1388929
"2787",1594711
"2788",1593527
"2789",1387747
"2790",2184018
"2791",805516
"2792",1405294
"2793",1583963
"2794",1992486
"2795",1621730
"2796",2236618
"2797",1989736
"2798",1427440
"2799",1777672
"2800",1682412
"2801",1934911
"2802",2282381
"2803",1955668
"2804",1649776
"2805",1767459
"2806",1777711
"2807",1680741
